,price,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,region
89716,2595.0,1000.0,2.0,2.0,1,1,1,0,0,1,w/d in unit,unknown,41.8859,-87.6544,4.0
89719,1490.0,400.0,0.0,1.0,1,1,0,1,0,0,laundry in bldg,attached garage,41.9033,-87.6336,1.0
89720,1700.0,1400.0,2.0,1.0,1,0,1,0,0,0,laundry in bldg,detached garage,41.9569,-87.6649,0.0
89721,1600.0,1400.0,2.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9625,-87.6634,0.0
89724,2550.0,1200.0,2.0,1.0,0,1,1,0,0,0,laundry in bldg,detached garage,41.9058,-87.6836,9.0
89726,1225.0,600.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,no parking,41.9756,-87.6553,0.0
89729,850.0,400.0,0.0,1.0,1,0,1,0,0,0,laundry in bldg,unknown,41.9982,-87.6682,6.0
89730,2195.0,1167.0,2.0,2.0,1,0,1,0,0,0,w/d in unit,no parking,41.9391,-87.6566,5.0
89732,950.0,900.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,street parking,41.89,-87.7064,3.0
89733,1500.0,1200.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9253,-87.7243,3.0
89734,2675.0,1500.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,unknown,41.9248,-87.6914,3.0
89735,1650.0,800.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.927,-87.6682,5.0
89736,1550.0,590.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,attached garage,41.9389,-87.6614,5.0
89740,2750.0,1044.0,2.0,2.0,1,1,1,1,1,0,w/d in unit,attached garage,41.9468,-87.6552,5.0
89743,2200.0,2300.0,4.0,2.0,1,0,0,0,0,0,w/d in unit,street parking,41.9506,-87.6522,5.0
89744,1850.0,1500.0,3.0,1.0,1,0,0,0,0,0,laundry on site,street parking,41.9513,-87.6562,5.0
89745,2500.0,1450.0,3.0,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,41.9209,-87.7043,3.0
89746,1545.0,607.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,attached garage,41.9399,-87.6528,5.0
89758,1297.0,900.0,2.0,1.0,1,1,0,0,0,0,w/d in unit,street parking,41.8966,-87.68700000000003,9.0
89762,1597.0,1000.0,2.0,1.0,1,1,0,0,0,0,w/d in unit,street parking,41.9183,-87.6402,1.0
89780,2485.0,1125.0,2.0,2.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8536,-87.6221,4.0
89782,2550.0,1160.0,2.0,2.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8536,-87.6221,4.0
89784,1820.0,767.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8536,-87.6221,4.0
89785,2827.0,1100.0,2.0,2.0,1,1,1,1,1,0,w/d in unit,attached garage,41.8909,-87.6347,1.0
89786,1550.0,1600.0,3.0,1.0,1,0,1,0,0,0,laundry on site,detached garage,41.9217,-87.7106,3.0
89787,1550.0,1200.0,2.0,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,41.9019,-87.6779,9.0
89790,2095.0,750.0,1.0,1.0,0,0,1,0,0,1,laundry in bldg,unknown,41.8923,-87.6373,1.0
89793,1400.0,500.0,0.0,1.0,1,1,1,1,0,0,laundry in bldg,attached garage,41.8878,-87.6215,1.0
89794,1800.0,1500.0,3.0,1.0,0,0,0,0,0,0,w/d in unit,unknown,41.8984,-87.6895,9.0
89795,3000.0,2500.0,3.0,2.5,0,1,1,0,0,0,w/d in unit,unknown,41.8943,-87.6657,9.0
89796,1800.0,1500.0,3.0,1.5,0,1,1,0,0,0,w/d in unit,off-street parking,41.9102,-87.697,3.0
89797,1600.0,1000.0,2.0,1.0,0,1,1,0,0,0,w/d in unit,off-street parking,41.9058,-87.6971,3.0
89799,2400.0,1450.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,attached garage,41.9656,-87.6614,0.0
89800,1575.0,1100.0,2.0,1.0,1,0,1,0,0,0,laundry on site,street parking,41.9019,-87.6773,9.0
89804,1650.0,855.0,1.0,1.0,1,1,0,0,0,0,laundry in bldg,no parking,41.9181,-87.6523,5.0
89805,1125.0,650.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,unknown,41.9858,-87.6556,6.0
89807,1545.0,607.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,attached garage,41.9399,-87.6528,5.0
89811,1600.0,1200.0,2.0,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,41.799,-87.6038,7.0
89814,2000.0,2000.0,3.0,2.0,0,0,0,0,0,0,laundry in bldg,detached garage,41.8011,-87.6057,7.0
89815,900.0,1400.0,2.0,1.0,0,0,0,0,0,0,no laundry on site,street parking,41.8772,-87.725,3.0
89816,995.0,500.0,0.0,1.0,1,1,0,0,0,0,laundry on site,street parking,41.9568,-87.6765,0.0
89817,1450.0,557.0,1.0,1.0,0,0,0,0,0,0,laundry in bldg,street parking,41.9017,-87.6673,9.0
89819,2725.0,1113.0,1.0,1.5,1,1,0,1,0,0,w/d in unit,valet parking,41.9258,-87.6363,5.0
89820,950.0,600.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9617,-87.6762,0.0
89821,1870.0,690.0,1.0,1.0,1,1,0,1,0,0,laundry in bldg,valet parking,41.9258,-87.6363,5.0
89822,1300.0,1300.0,3.0,1.0,0,0,1,0,0,0,laundry in bldg,unknown,41.9453,-87.7474,8.0
89823,1900.0,661.0,1.0,1.0,1,1,0,0,0,0,laundry in bldg,valet parking,41.9258,-87.6363,5.0
89824,1610.0,530.0,0.0,1.0,1,1,0,1,0,0,laundry in bldg,valet parking,41.9256,-87.6367,5.0
89825,1600.0,1154.0,3.0,1.0,0,0,0,0,0,0,unknown,street parking,41.9398,-87.7382,8.0
89826,2400.0,850.0,1.0,1.0,1,1,1,0,0,0,w/d in unit,attached garage,41.8818,-87.6502,4.0
89829,1050.0,800.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,unknown,41.9726,-87.6789,0.0
89831,1750.0,1300.0,3.0,1.0,1,1,0,0,0,0,laundry in bldg,detached garage,41.9588,-87.6791,0.0
89833,1350.0,980.0,2.0,1.0,1,1,1,0,0,0,w/d in unit,carport,41.9782,-87.6809,0.0
89834,1075.0,425.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9229,-87.6483,5.0
89836,1500.0,1650.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,detached garage,41.7618,-87.5587,11.0
89837,1425.0,700.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.9229,-87.6483,5.0
89838,1800.0,1000.0,2.0,1.0,0,0,0,0,0,0,laundry in bldg,street parking,41.9104,-87.6837,9.0
89839,1500.0,1200.0,2.0,1.0,1,0,0,0,0,0,laundry in bldg,street parking,41.9857,-87.6688,6.0
89840,1500.0,1200.0,3.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9543,-87.6575,5.0
89841,1500.0,950.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.9399,-87.6528,5.0
89843,1000.0,425.0,0.0,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,41.938,-87.6433,5.0
89845,2150.0,850.0,1.0,1.0,0,1,1,0,0,0,w/d in unit,off-street parking,41.9033,-87.6336,1.0
89846,1050.0,850.0,3.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.8097,-87.6533,7.0
89848,1250.0,650.0,1.0,1.0,1,0,1,0,0,0,w/d in unit,street parking,41.8269,-87.6412,7.0
89850,1115.0,600.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9412,-87.6447,5.0
89852,1500.0,800.0,1.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,41.9543,-87.6575,5.0
89856,1550.0,700.0,1.0,1.0,1,0,0,0,0,0,w/d in unit,street parking,41.913,-87.6753,9.0
89858,2200.0,1650.0,4.0,2.0,1,1,0,0,0,0,w/d in unit,detached garage,41.9309,-87.7245,3.0
89859,1250.0,450.0,1.0,1.0,1,1,1,0,0,0,laundry on site,street parking,41.9408,-87.6567,5.0
89861,1200.0,900.0,2.0,1.0,0,0,1,0,0,0,no laundry on site,carport,41.9178,-87.7314,3.0
89864,2380.0,860.0,1.0,1.0,1,1,1,1,1,1,w/d in unit,attached garage,41.8915,-87.6148,1.0
89866,2000.0,1800.0,2.0,1.0,0,0,0,0,0,0,laundry on site,street parking,41.9468,-87.6867,0.0
89867,1300.0,550.0,0.0,1.0,0,0,1,0,0,0,laundry in bldg,attached garage,41.91,-87.6316,1.0
89868,2500.0,953.0,2.0,2.0,0,0,1,0,0,0,w/d in unit,attached garage,41.8713,-87.6277,4.0
89869,2500.0,1600.0,3.0,1.0,1,1,0,0,0,0,w/d in unit,detached garage,41.9509,-87.6849,0.0
89870,1500.0,850.0,2.0,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,41.8967,-87.6909,9.0
89876,1995.0,1700.0,3.0,2.0,1,1,1,0,0,0,w/d in unit,detached garage,41.9158,-87.7104,3.0
89878,1950.0,1200.0,3.0,2.0,1,1,0,0,0,0,laundry in bldg,off-street parking,41.9625,-87.6599,0.0
89879,650.0,680.0,1.0,1.0,0,0,1,0,0,0,unknown,unknown,41.7305,-87.6518,11.0
89882,1500.0,1000.0,2.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.8724,-87.6642,4.0
89885,995.0,800.0,1.0,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,41.8303,-87.6831,2.0
89886,1400.0,500.0,0.0,1.0,0,0,1,0,0,0,laundry in bldg,attached garage,41.9229,-87.6483,5.0
89889,2100.0,1400.0,2.0,2.0,0,0,0,0,0,0,w/d in unit,detached garage,41.8967,-87.6796,9.0
89894,1495.0,750.0,1.0,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,41.9852,-87.6733,6.0
89898,1400.0,770.0,1.0,1.0,0,0,0,0,0,0,laundry in bldg,unknown,41.9148,-87.6358,1.0
89903,995.0,750.0,1.0,1.0,0,0,0,0,0,0,laundry on site,street parking,41.9123,-87.7058,3.0
89904,875.0,1000.0,2.0,1.5,0,0,0,0,0,0,unknown,street parking,41.8771,-87.7255,3.0
89905,1470.0,545.0,0.0,1.0,1,0,0,0,0,0,laundry in bldg,attached garage,41.9031,-87.6301,1.0
89907,875.0,1000.0,2.0,1.5,0,0,0,0,0,0,unknown,street parking,41.8771,-87.7255,3.0
89908,1450.0,1100.0,3.0,1.5,0,0,0,0,0,0,laundry on site,street parking,41.8272,-87.6367,7.0
89910,1757.0,757.0,1.0,1.0,1,1,0,1,0,0,laundry in bldg,no parking,41.8984,-87.6204,1.0
89911,1735.0,665.0,1.0,1.0,1,1,0,1,0,0,laundry in bldg,off-street parking,41.8984,-87.6243,1.0
89912,1505.0,447.0,0.0,1.0,1,1,0,1,0,0,laundry in bldg,off-street parking,41.8984,-87.6243,1.0
89914,1250.0,650.0,2.0,1.0,1,1,1,0,0,0,w/d in unit,detached garage,41.9523,-87.6873,0.0
89915,1800.0,1300.0,3.0,1.0,1,1,1,0,0,0,w/d in unit,detached garage,41.9523,-87.6873,0.0
89916,1470.0,1350.0,3.0,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,41.9648,-87.7054,0.0
89920,995.0,800.0,1.0,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,41.8303,-87.6831,2.0
89922,2900.0,1200.0,2.0,2.0,0,0,0,0,0,0,w/d in unit,attached garage,41.8948,-87.6397,1.0
89923,1900.0,1100.0,2.0,2.0,0,0,1,0,0,0,laundry in bldg,no parking,41.9414,-87.6738,5.0
89924,2100.0,1500.0,3.0,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,41.9384,-87.6464,5.0
89925,1200.0,1000.0,2.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,42.0151,-87.6825,6.0
89926,1095.0,400.0,0.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9282,-87.7094,3.0
89927,1490.0,900.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,unknown,41.8489,-87.6357,4.0
89928,1325.0,1000.0,2.0,1.0,1,0,0,0,0,0,laundry in bldg,detached garage,41.9504,-87.6886,0.0
89931,1025.0,1000.0,2.0,1.0,0,0,0,0,0,0,unknown,street parking,41.784,-87.7363,2.0
89932,2567.0,1085.0,2.0,2.0,1,1,0,1,1,0,w/d in unit,attached garage,41.953,-87.6493,5.0
89934,999.0,700.0,2.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,41.9317,-87.72200000000002,3.0
89935,2010.0,1000.0,2.0,1.0,1,0,0,0,0,0,w/d in unit,street parking,41.9528,-87.6657,5.0
89937,2205.0,769.0,1.0,1.0,0,0,1,0,0,0,unknown,unknown,41.8668,-87.6241,4.0
89938,2100.0,1800.0,3.0,2.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.9332,-87.6783,5.0
89939,1200.0,1200.0,2.0,1.0,0,0,0,0,0,0,w/d in unit,street parking,41.8265,-87.6449,7.0
89940,1050.0,1000.0,3.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.8515,-87.6694,4.0
89944,2780.0,1460.0,3.0,2.5,1,1,0,0,0,0,w/d in unit,attached garage,41.8657,-87.6242,4.0
89947,1967.0,922.0,1.0,1.0,1,1,0,0,0,0,laundry in bldg,attached garage,41.8942,-87.6179,1.0
89948,1450.0,1100.0,3.0,1.5,0,0,0,0,0,0,laundry on site,street parking,41.8272,-87.6367,7.0
89950,1450.0,1100.0,3.0,1.5,0,0,0,0,0,0,laundry on site,street parking,41.8272,-87.6367,7.0
89952,1792.0,800.0,1.0,1.0,1,0,0,0,0,0,laundry in bldg,attached garage,41.9031,-87.6301,1.0
89953,1725.0,1050.0,3.0,1.0,0,0,1,0,0,0,laundry in bldg,street parking,41.947,-87.6783,0.0
89954,1400.0,1250.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,street parking,41.9506,-87.6667,5.0
89955,1560.0,1250.0,1.0,2.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9509,-87.6784,0.0
89956,1650.0,1000.0,1.0,1.0,1,0,1,0,0,0,unknown,unknown,41.9782,-87.6657,0.0
89957,1200.0,900.0,1.0,1.0,0,0,1,0,0,0,no laundry on site,unknown,41.9464,-87.7042,3.0
89958,2318.0,958.0,2.0,2.0,1,1,0,0,0,0,w/d in unit,attached garage,41.8713,-87.6277,4.0
89960,1806.0,658.0,1.0,1.0,1,1,0,0,0,0,w/d in unit,attached garage,41.9033,-87.6336,1.0
89962,1670.0,538.0,0.0,1.0,1,1,0,0,0,0,w/d in unit,attached garage,41.9033,-87.6336,1.0
89963,2750.0,1800.0,2.0,2.0,1,0,1,0,0,0,w/d in unit,unknown,41.9229,-87.6483,5.0
89964,2431.0,930.0,2.0,1.0,0,0,1,0,0,0,w/d in unit,unknown,41.8814,-87.64299999999999,4.0
89965,1750.0,850.0,2.0,1.0,0,0,0,0,0,0,laundry on site,street parking,41.8724,-87.6626,4.0
89966,1700.0,1200.0,2.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,41.903,-87.7002,3.0
89967,1295.0,400.0,0.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.9345,-87.6517,5.0
89968,2174.0,770.0,1.0,1.0,1,1,0,0,0,0,w/d in unit,attached garage,41.8947,-87.6416,1.0
89970,2200.0,780.0,1.0,1.0,1,0,0,0,0,0,laundry in bldg,attached garage,41.9115,-87.6348,1.0
89975,3350.0,1990.0,4.0,3.0,0,0,1,0,0,0,laundry in bldg,unknown,41.9462,-87.6422,5.0
89977,1200.0,1400.0,2.0,1.0,0,0,0,0,0,0,no laundry on site,detached garage,41.8465,-87.7637,2.0
89978,1977.0,819.0,1.0,1.0,1,1,0,0,0,0,w/d in unit,attached garage,41.9085,-87.6495,1.0
89980,1625.0,650.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9399,-87.6528,5.0
89981,1650.0,700.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9033,-87.6336,1.0
89982,1395.0,900.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9209,-87.7043,3.0
89983,1350.0,745.0,2.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9543,-87.6575,5.0
89984,1575.0,700.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9033,-87.6336,1.0
89986,2100.0,1400.0,2.0,2.0,0,0,0,0,0,0,w/d in unit,detached garage,41.8967,-87.6796,9.0
89990,1295.0,600.0,1.0,1.0,0,0,0,0,0,0,laundry in bldg,street parking,41.9052,-87.6646,9.0
89993,2750.0,1800.0,2.0,2.0,1,0,1,0,0,0,w/d in unit,unknown,41.9307,-87.6625,5.0
89995,2850.0,1108.0,2.0,2.0,0,0,1,0,0,0,laundry on site,attached garage,41.8923,-87.6373,1.0
89996,1225.0,750.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9756,-87.6553,0.0
89997,1650.0,1000.0,2.0,1.0,1,1,1,0,0,0,laundry on site,unknown,41.9206,-87.7017,3.0
89998,1600.0,1400.0,3.0,1.5,0,0,0,0,0,0,laundry in bldg,street parking,41.9699,-87.7603,8.0
90004,1850.0,1600.0,4.0,2.0,1,1,1,0,0,0,unknown,carport,41.8196,-87.6126,7.0
90006,1575.0,623.0,1.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.9537,-87.6548,5.0
90007,1800.0,1500.0,3.0,1.0,0,0,0,0,0,0,w/d in unit,unknown,41.8984,-87.6895,9.0
90008,3000.0,2500.0,3.0,2.5,0,1,1,0,0,0,w/d in unit,unknown,41.8943,-87.6657,9.0
90009,1800.0,1500.0,3.0,1.5,0,1,1,0,0,0,w/d in unit,off-street parking,41.9102,-87.697,3.0
90010,1600.0,1000.0,2.0,1.0,0,1,1,0,0,0,w/d in unit,off-street parking,41.9058,-87.6971,3.0
90011,2350.0,824.0,2.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.9537,-87.6548,5.0
90012,850.0,1000.0,2.0,1.0,0,0,1,0,1,0,w/d hookups,off-street parking,41.7484,-87.5491,11.0
90013,2000.0,1600.0,3.0,2.0,0,0,0,0,0,0,w/d in unit,unknown,41.9544,-87.6922,0.0
90015,995.0,500.0,2.0,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,41.8595,-87.6577,4.0
90016,1250.0,750.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,detached garage,42.0086,-87.6947,6.0
90017,2950.0,2400.0,5.0,2.0,1,1,1,0,0,0,w/d in unit,detached garage,41.9745,-87.6652,0.0
90019,1375.0,500.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9079,-87.6303,1.0
90022,1725.0,1200.0,2.0,2.0,1,1,0,0,0,0,w/d in unit,detached garage,42.0079,-87.6709,6.0
90023,1300.0,900.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.899,-87.6835,9.0
90024,1550.0,700.0,1.0,1.0,0,0,0,0,0,0,w/d in unit,street parking,41.9719,-87.6624,0.0
90026,3170.0,982.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8845,-87.631,1.0
90027,2315.0,677.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8845,-87.634,1.0
90028,1880.0,592.0,0.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8845,-87.634,1.0
90029,1800.0,1200.0,3.0,2.0,1,1,0,0,0,0,laundry in bldg,detached garage,42.0151,-87.6825,6.0
90030,1300.0,1100.0,2.0,1.0,0,0,0,0,0,0,laundry in bldg,street parking,41.9701,-87.7434,8.0
90031,2400.0,1200.0,3.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9272,-87.6513,5.0
90032,2390.0,695.0,1.0,1.0,1,1,1,1,1,1,w/d in unit,attached garage,41.8851,-87.6246,1.0
90033,1200.0,900.0,2.0,1.0,0,0,1,0,0,0,no laundry on site,street parking,41.9356,-87.7748,8.0
90034,1150.0,975.0,2.0,1.0,0,0,0,0,0,0,laundry in bldg,street parking,41.7781,-87.7069,2.0
90036,1000.0,400.0,1.0,1.0,0,0,0,0,0,0,laundry in bldg,street parking,41.8574,-87.6548,4.0
90037,900.0,600.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,41.7988,-87.7431,2.0
90038,1850.0,1000.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,41.8974,-87.6894,9.0
90039,1977.0,830.0,1.0,1.0,1,1,1,1,1,0,w/d in unit,attached garage,41.8917,-87.6283,1.0
90041,900.0,700.0,1.0,1.0,0,0,1,0,0,0,no laundry on site,street parking,41.8912,-87.7555,3.0
90045,800.0,600.0,0.0,1.0,0,0,0,0,0,0,laundry in bldg,street parking,41.983,-87.7707,8.0
90046,1670.0,700.0,0.0,1.0,1,1,1,1,0,0,laundry in bldg,off-street parking,41.907,-87.6346,1.0
90050,897.0,700.0,1.0,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,41.8689,-87.6861,9.0
90054,2500.0,1400.0,3.0,2.0,0,0,1,0,0,0,laundry in bldg,off-street parking,41.8989,-87.6625,9.0
90057,1500.0,1500.0,3.0,1.0,0,0,1,0,0,0,no laundry on site,off-street parking,41.9685,-87.7087,0.0
90058,3000.0,2000.0,2.0,2.0,0,1,1,0,0,0,w/d in unit,attached garage,41.9188,-87.6988,3.0
90061,1300.0,830.0,3.0,1.0,1,1,1,0,0,0,unknown,detached garage,41.9343,-87.7075,3.0
90064,825.0,400.0,0.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9691,-87.6647,0.0
90065,850.0,600.0,0.0,1.0,1,0,0,0,0,0,laundry in bldg,street parking,41.9958,-87.6738,6.0
90066,950.0,400.0,0.0,1.0,0,0,1,0,0,0,laundry in bldg,street parking,41.9734,-87.6781,0.0
90067,1225.0,750.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9756,-87.6553,0.0
90068,1750.0,700.0,1.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,41.9169,-87.637,1.0
90069,1150.0,600.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9686,-87.6977,0.0
90070,1750.0,700.0,1.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,41.9169,-87.637,1.0
90071,1800.0,750.0,1.0,1.0,1,0,0,0,0,0,w/d in unit,no parking,41.8808,-87.6279,4.0
90073,1750.0,1500.0,2.0,1.0,0,0,0,0,0,0,w/d in unit,street parking,41.8934,-87.6629,9.0
90075,1695.0,850.0,3.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9424,-87.6786,0.0
90077,1700.0,1000.0,3.0,1.0,1,1,0,0,0,0,laundry in bldg,carport,41.9307,-87.6684,5.0
90078,2950.0,1200.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,street parking,41.8982,-87.6796,9.0
90079,2950.0,1200.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,street parking,41.8982,-87.6796,9.0
90080,1845.0,714.0,1.0,1.0,1,1,1,1,1,0,w/d in unit,attached garage,41.9529,-87.6498,5.0
90081,2595.0,900.0,1.0,1.0,0,0,1,0,0,0,w/d in unit,attached garage,41.8802,-87.6485,4.0
90082,1375.0,1000.0,1.0,1.0,0,0,0,0,0,0,laundry in bldg,street parking,41.9551,-87.6823,0.0
90083,1540.0,600.0,1.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.9719,-87.6624,0.0
90086,2595.0,900.0,1.0,1.0,0,0,1,0,0,0,w/d in unit,attached garage,41.8802,-87.6485,4.0
90088,1300.0,1000.0,1.0,1.0,0,0,1,0,0,0,w/d in unit,unknown,41.9531,-87.6693,0.0
90096,2000.0,1150.0,2.0,1.0,1,1,1,0,0,0,w/d in unit,carport,41.9371,-87.7022,3.0
90099,1550.0,600.0,1.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,41.9135,-87.6389,1.0
90100,2950.0,1200.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,street parking,41.9135,-87.6389,1.0
90102,920.0,450.0,0.0,1.0,0,0,1,0,0,0,laundry in bldg,street parking,41.962,-87.6807,0.0
90104,2700.0,1600.0,3.0,2.5,1,1,1,0,0,0,w/d in unit,off-street parking,41.8951,-87.6722,9.0
90105,2100.0,1250.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,detached garage,41.9852,-87.6604,6.0
90110,1050.0,800.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,unknown,41.6986,-87.7632,10.0
90112,2150.0,1500.0,3.0,1.0,0,0,0,0,0,0,laundry in bldg,detached garage,41.9543,-87.6575,5.0
90114,1679.0,1090.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,attached garage,41.9619,-87.655,5.0
90115,3300.0,2300.0,3.0,3.0,1,1,1,0,0,0,w/d in unit,attached garage,41.9324,-87.6672,5.0
90117,1000.0,900.0,2.0,1.0,1,0,0,0,0,0,no laundry on site,off-street parking,41.9319,-87.7674,8.0
90119,1550.0,926.0,2.0,1.5,1,1,1,0,0,0,laundry in bldg,off-street parking,42.0187,-87.6794,6.0
90121,1250.0,450.0,1.0,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,41.9904,-87.6586,6.0
90123,1350.0,650.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,street parking,41.9746,-87.6553,0.0
90124,1200.0,800.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,attached garage,41.928,-87.6917,3.0
90125,1100.0,465.0,1.0,1.0,1,1,1,0,0,0,w/d in unit,street parking,42.0184,-87.682,6.0
90126,2350.0,1050.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,unknown,41.9395,-87.6935,3.0
90127,1095.0,400.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,attached garage,41.9949,-87.6573,6.0
90128,2750.0,2800.0,3.0,3.0,0,0,0,0,0,0,w/d in unit,attached garage,41.8565,-87.6542,4.0
90129,1650.0,700.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9909,-87.6629,6.0
90131,800.0,1200.0,3.0,1.0,0,0,0,0,0,0,no laundry on site,street parking,41.7959,-87.6223,7.0
90133,1175.0,900.0,1.0,1.0,0,0,1,0,0,0,laundry in bldg,street parking,41.9209,-87.7043,3.0
90134,2780.0,1460.0,2.0,2.5,0,0,1,0,0,0,unknown,unknown,41.8668,-87.6241,4.0
90135,1800.0,1280.0,2.0,1.0,0,0,1,0,0,0,w/d in unit,no parking,41.9282,-87.7107,3.0
90142,920.0,400.0,0.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9399,-87.6528,5.0
90143,1100.0,800.0,3.0,1.0,0,0,1,0,0,0,no laundry on site,no parking,41.8146,-87.7054,2.0
90144,2790.0,660.0,1.0,1.0,0,0,0,0,0,1,w/d in unit,attached garage,41.89,-87.6305,1.0
90151,2990.0,600.0,1.0,1.0,1,1,0,0,0,1,laundry in bldg,attached garage,41.887,-87.6315,1.0
90154,1350.0,700.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.9033,-87.6336,1.0
90155,1300.0,700.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,street parking,41.9543,-87.6575,5.0
90156,2790.0,640.0,0.0,1.0,1,1,0,0,0,1,w/d in unit,attached garage,41.8854,-87.6428,1.0
90157,1150.0,750.0,1.0,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,41.9909,-87.6629,6.0
