,0,1,2,3
636,41.762,-87.5703,825.0,11.0
637,41.9103,-87.6912,1600.0,9.0
638,41.909,-87.6654,1400.0,9.0
639,41.8426,-87.6306,2050.0,4.0
640,41.9464,-87.7042,1300.0,3.0
641,41.9161,-87.7026,1700.0,3.0
642,41.9017,-87.6822,1500.0,9.0
643,41.8722,-87.6307,3050.0,4.0
644,41.8722,-87.6307,2780.0,4.0
645,41.8721,-87.6306,2058.0,4.0
646,41.8721,-87.6306,2069.0,4.0
647,41.8722,-87.6307,2000.0,4.0
648,41.9085,-87.6485,2538.0,1.0
649,41.9085,-87.6485,2025.0,1.0
650,41.8588,-87.7104,1200.0,2.0
651,41.9267,-87.7064,1025.0,3.0
652,41.9019,-87.6779,1650.0,9.0
653,41.8943,-87.617,1300.0,1.0
654,41.8955,-87.6614,1500.0,9.0
655,41.9806,-87.6576,1260.0,6.0
656,41.913,-87.6753,1550.0,9.0
657,41.9068,-87.6349,2000.0,1.0
658,41.9034,-87.6676,2165.0,9.0
659,41.9192,-87.7121,1600.0,3.0
660,42.0079,-87.6709,1725.0,6.0
661,41.9201,-87.6929,1600.0,3.0
662,41.9058,-87.6971,1600.0,3.0
663,41.9535,-87.7327,1450.0,8.0
664,41.7281,-87.6069,875.0,11.0
665,41.8943,-87.6657,3000.0,9.0
666,41.9102,-87.697,1800.0,3.0
667,41.8956,-87.70299999999997,1650.0,3.0
668,41.8984,-87.6895,1800.0,9.0
669,41.9768,-87.6992,1250.0,0.0
670,41.8693,-87.6632,1500.0,4.0
671,41.8011,-87.6057,2000.0,7.0
672,41.9391,-87.7163,2300.0,3.0
673,41.91,-87.6316,1370.0,1.0
674,41.9039,-87.6346,3246.0,1.0
675,41.9039,-87.6346,2480.0,1.0
676,41.9039,-87.6346,2218.0,1.0
677,42.0046,-87.6646,1700.0,6.0
678,41.9326,-87.7209,1750.0,3.0
679,41.9326,-87.7209,1150.0,3.0
680,41.8877,-87.6282,2075.0,1.0
681,41.9377,-87.7149,1875.0,3.0
682,41.8767,-87.64399999999998,2200.0,4.0
683,41.8668,-87.6241,2750.0,4.0
684,41.962,-87.7206,910.0,8.0
685,41.9209,-87.7043,1800.0,3.0
686,41.7771,-87.70200000000001,890.0,2.0
687,41.887,-87.6264,1798.0,1.0
688,41.9398,-87.6567,2195.0,5.0
689,41.9399,-87.6528,2800.0,5.0
690,41.949,-87.7031,1500.0,0.0
691,41.8923,-87.6373,1664.0,1.0
692,41.9033,-87.6336,1603.0,1.0
693,41.8093,-87.7052,850.0,2.0
694,41.9972,-87.7166,980.0,6.0
695,41.938,-87.6565,1500.0,5.0
696,41.9381,-87.6565,1800.0,5.0
697,41.9699,-87.7603,1600.0,8.0
698,41.6743,-87.7107,1100.0,10.0
699,41.8693,-87.6632,1500.0,4.0
700,41.9039,-87.6346,3225.0,1.0
701,42.0027,-87.6709,1125.0,6.0
702,41.9019,-87.6301,1660.0,1.0
703,41.9477,-87.6436,1235.0,5.0
704,42.0067,-87.6718,1175.0,6.0
705,41.8079,-87.6417,450.0,7.0
706,41.877,-87.6243,2000.0,4.0
707,42.0079,-87.6709,1725.0,6.0
708,41.8657,-87.6242,2745.0,4.0
709,41.8722,-87.6307,2531.0,4.0
710,41.8722,-87.6307,2278.0,4.0
711,41.9085,-87.6495,3037.0,1.0
712,41.9085,-87.6495,2234.0,1.0
713,41.9085,-87.6495,2064.0,1.0
714,41.9085,-87.6495,1934.0,1.0
715,41.9085,-87.6495,1694.0,1.0
716,41.8671,-87.6273,1925.0,4.0
717,41.9471,-87.6681,1400.0,5.0
718,41.9472,-87.6674,1575.0,5.0
719,42.0086,-87.6947,1350.0,6.0
720,41.984,-87.6555,2040.0,6.0
721,41.9756,-87.6553,1250.0,0.0
722,41.9719,-87.6624,2576.0,0.0
723,41.8196,-87.6126,1150.0,7.0
724,41.8196,-87.6126,1350.0,7.0
725,41.9918,-87.74799999999998,900.0,8.0
726,41.8011,-87.6057,2000.0,7.0
727,41.8923,-87.6373,2300.0,1.0
728,41.9202,-87.7535,850.0,8.0
