,0,1,2,3
219,41.8917,-87.6283,1977.0,1.0
220,41.8912,-87.7555,900.0,3.0
221,41.983,-87.7707,800.0,8.0
222,41.907,-87.6346,1670.0,1.0
223,41.8689,-87.6861,897.0,9.0
224,41.8989,-87.6625,2500.0,9.0
225,41.9685,-87.7087,1500.0,0.0
226,41.9188,-87.6988,3000.0,3.0
227,41.9343,-87.7075,1300.0,3.0
228,41.9691,-87.6647,825.0,0.0
229,41.9958,-87.6738,850.0,6.0
230,41.9734,-87.6781,950.0,0.0
231,41.9756,-87.6553,1225.0,0.0
232,41.9169,-87.637,1750.0,1.0
233,41.9686,-87.6977,1150.0,0.0
234,41.9169,-87.637,1750.0,1.0
235,41.8808,-87.6279,1800.0,4.0
236,41.8934,-87.6629,1750.0,9.0
237,41.9424,-87.6786,1695.0,0.0
238,41.9307,-87.6684,1700.0,5.0
239,41.8982,-87.6796,2950.0,9.0
240,41.8982,-87.6796,2950.0,9.0
241,41.9529,-87.6498,1845.0,5.0
242,41.8802,-87.6485,2595.0,4.0
243,41.9551,-87.6823,1375.0,0.0
244,41.9719,-87.6624,1540.0,0.0
245,41.8802,-87.6485,2595.0,4.0
246,41.9531,-87.6693,1300.0,0.0
247,41.9371,-87.7022,2000.0,3.0
248,41.9135,-87.6389,1550.0,1.0
249,41.9135,-87.6389,2950.0,1.0
250,41.962,-87.6807,920.0,0.0
251,41.8951,-87.6722,2700.0,9.0
252,41.9852,-87.6604,2100.0,6.0
253,41.6986,-87.7632,1050.0,10.0
254,41.9543,-87.6575,2150.0,5.0
255,41.9619,-87.655,1679.0,5.0
256,41.9324,-87.6672,3300.0,5.0
257,41.9319,-87.7674,1000.0,8.0
258,42.0187,-87.6794,1550.0,6.0
259,41.9904,-87.6586,1250.0,6.0
260,41.9746,-87.6553,1350.0,0.0
261,41.928,-87.6917,1200.0,3.0
262,42.0184,-87.682,1100.0,6.0
263,41.9395,-87.6935,2350.0,3.0
264,41.9949,-87.6573,1095.0,6.0
265,41.8565,-87.6542,2750.0,4.0
266,41.9909,-87.6629,1650.0,6.0
267,41.7959,-87.6223,800.0,7.0
268,41.9209,-87.7043,1175.0,3.0
269,41.8668,-87.6241,2780.0,4.0
270,41.9282,-87.7107,1800.0,3.0
271,41.9399,-87.6528,920.0,5.0
272,41.8146,-87.7054,1100.0,2.0
273,41.89,-87.6305,2790.0,1.0
274,41.887,-87.6315,2990.0,1.0
275,41.9033,-87.6336,1350.0,1.0
276,41.9543,-87.6575,1300.0,5.0
277,41.8854,-87.6428,2790.0,1.0
278,41.9909,-87.6629,1150.0,6.0
279,41.9909,-87.6629,1002.0,6.0
280,41.8832,-87.6503,2790.0,4.0
281,41.9909,-87.6629,1650.0,6.0
282,41.9719,-87.6624,1595.0,0.0
283,41.8911,-87.6576,1975.0,9.0
284,41.9399,-87.6528,1375.0,5.0
285,41.9399,-87.6528,1395.0,5.0
286,41.9543,-87.6575,1650.0,5.0
287,41.9033,-87.6336,1895.0,1.0
288,41.9033,-87.6336,2095.0,1.0
289,41.9399,-87.6528,1550.0,5.0
290,41.9209,-87.7043,1675.0,3.0
291,41.9073,-87.7072,1100.0,3.0
292,41.9399,-87.6528,1510.0,5.0
293,41.9019,-87.6779,2500.0,9.0
294,41.9229,-87.6483,1750.0,5.0
295,41.9399,-87.6528,1675.0,5.0
296,41.9543,-87.6575,1395.0,5.0
297,41.9399,-87.6528,1250.0,5.0
298,41.8011,-87.6057,2000.0,7.0
299,41.8998,-87.6611,966.0,9.0
300,41.9008,-87.6528,2200.0,1.0
301,41.9464,-87.7042,1875.0,3.0
302,41.8859,-87.6311,1695.0,1.0
303,41.8565,-87.6552,1400.0,4.0
304,42.0183,-87.6647,985.0,6.0
305,41.9019,-87.6779,2499.0,9.0
306,41.8868,-87.6475,2223.0,1.0
307,41.8868,-87.6475,2808.0,1.0
308,41.889,-87.6475,2052.0,1.0
309,41.9008,-87.6528,1525.0,1.0
310,41.8973,-87.6557,1500.0,9.0
311,41.9209,-87.7043,1750.0,3.0
312,41.9399,-87.6528,2795.0,5.0
313,41.9229,-87.6483,1650.0,5.0
314,41.9399,-87.6528,1425.0,5.0
315,41.9033,-87.6336,1375.0,1.0
316,41.9399,-87.6528,2600.0,5.0
317,41.9543,-87.6575,2450.0,5.0
318,41.9719,-87.6624,1625.0,0.0
319,41.9909,-87.6629,2400.0,6.0
320,41.9703,-87.7042,2395.0,0.0
321,41.9543,-87.6575,2285.0,5.0
322,41.9399,-87.6528,2247.0,5.0
323,41.9543,-87.6575,1725.0,5.0
324,41.9399,-87.6528,2350.0,5.0
325,41.9229,-87.6483,2250.0,5.0
326,41.9033,-87.6336,3045.0,1.0
327,41.9522,-87.757,1200.0,8.0
328,41.9914,-87.6553,2500.0,6.0
329,41.8814,-87.64299999999999,1695.0,4.0
330,41.9543,-87.6575,2350.0,5.0
331,41.9719,-87.6624,1625.0,0.0
332,41.9399,-87.6528,1295.0,5.0
333,41.9453,-87.7474,1250.0,8.0
334,41.9703,-87.7042,1325.0,0.0
335,41.9909,-87.6629,2400.0,6.0
336,41.9105,-87.6847,2000.0,9.0
337,41.9543,-87.6575,2350.0,5.0
338,41.8831,-87.7507,1050.0,3.0
339,42.0192,-87.6733,875.0,6.0
340,41.8782,-87.7111,1100.0,3.0
341,41.9229,-87.6483,2400.0,5.0
342,41.9378,-87.6963,1290.0,3.0
343,41.9542,-87.7044,2000.0,0.0
344,41.9209,-87.7043,2695.0,3.0
345,41.9209,-87.7043,2450.0,3.0
346,41.9543,-87.6575,1650.0,5.0
347,41.9399,-87.6528,1395.0,5.0
348,41.8515,-87.6694,2375.0,4.0
349,41.8971,-87.6223,2100.0,1.0
350,41.9399,-87.6528,1395.0,5.0
351,41.9909,-87.6629,1995.0,6.0
352,42.0086,-87.6947,1950.0,6.0
353,41.9399,-87.6528,1050.0,5.0
354,41.9703,-87.7042,2600.0,0.0
355,41.9209,-87.7043,2450.0,3.0
356,41.9445,-87.7454,1450.0,8.0
357,41.9209,-87.7043,3095.0,3.0
358,41.9019,-87.6779,1595.0,9.0
359,41.9719,-87.6624,3250.0,0.0
360,42.0095,-87.6689,1395.0,6.0
361,42.0095,-87.6689,1295.0,6.0
362,41.9909,-87.6629,2100.0,6.0
363,41.9472,-87.6674,1475.0,5.0
364,41.9719,-87.6624,1500.0,0.0
365,41.8911,-87.6177,1559.0,1.0
366,41.9796,-87.6847,1140.0,0.0
367,41.9209,-87.7043,2850.0,3.0
368,41.9543,-87.6575,1095.0,5.0
369,41.7681,-87.6123,1200.0,7.0
370,41.9229,-87.6483,1840.0,5.0
371,41.9229,-87.6483,1075.0,5.0
372,41.9719,-87.6624,2500.0,0.0
373,41.8426,-87.6306,2025.0,4.0
374,42.0091,-87.6683,930.0,6.0
375,42.0176,-87.6778,895.0,6.0
376,41.9412,-87.6447,1020.0,5.0
377,41.9909,-87.6629,1944.0,6.0
378,41.9209,-87.7043,2350.0,3.0
379,41.9033,-87.6336,1650.0,1.0
380,41.9703,-87.7042,2600.0,0.0
381,41.9488,-87.6437,1600.0,5.0
382,41.9543,-87.6575,1134.0,5.0
383,41.8814,-87.64299999999999,2399.0,4.0
384,41.9209,-87.7043,1425.0,3.0
385,41.9209,-87.7043,3095.0,3.0
386,41.9719,-87.6624,1650.0,0.0
387,41.9501,-87.7166,1500.0,8.0
388,41.9403,-87.71600000000002,1350.0,3.0
389,41.9202,-87.7535,1375.0,8.0
390,41.9399,-87.6528,1510.0,5.0
391,41.9768,-87.6645,1625.0,0.0
392,41.9028,-87.6657,1895.0,9.0
393,41.8971,-87.6223,3370.0,1.0
394,41.9019,-87.6779,2650.0,9.0
395,41.9028,-87.6657,2895.0,9.0
396,41.9033,-87.6336,1598.0,1.0
397,41.8956,-87.7067,2400.0,3.0
398,41.949,-87.663,2799.0,5.0
399,42.0086,-87.6947,1400.0,6.0
400,41.993,-87.7596,1750.0,8.0
401,41.9107,-87.6422,1600.0,1.0
402,41.9176,-87.6836,2200.0,9.0
403,42.0151,-87.6689,1275.0,6.0
404,41.9176,-87.6836,2300.0,9.0
405,41.9424,-87.7485,995.0,8.0
406,41.9129,-87.6935,3350.0,3.0
407,41.9703,-87.7042,1795.0,0.0
408,41.8515,-87.6694,2350.0,4.0
409,41.9019,-87.6779,2500.0,9.0
410,41.9537,-87.6548,2350.0,5.0
411,41.8436,-87.6436,1000.0,4.0
412,41.9719,-87.6624,2300.0,0.0
413,41.9453,-87.7474,2300.0,8.0
414,41.8818,-87.6427,1660.0,4.0
415,41.9445,-87.6569,1540.0,5.0
416,42.0086,-87.6947,1950.0,6.0
417,41.9537,-87.6548,1575.0,5.0
418,41.8426,-87.6306,1875.0,4.0
419,41.8515,-87.6694,2375.0,4.0
420,41.9092,-87.6717,1850.0,9.0
421,41.7445,-87.5465,820.0,11.0
422,41.9858,-87.65700000000002,925.0,6.0
423,41.8713,-87.6277,1800.0,4.0
424,41.9257,-87.7121,2400.0,3.0
425,41.9866,-87.6654,1420.0,6.0
426,41.9689,-87.6765,1432.0,0.0
427,41.9257,-87.7121,2400.0,3.0
428,41.9526,-87.666,1465.0,5.0
429,41.9008,-87.6528,1525.0,1.0
430,41.9209,-87.7043,1595.0,3.0
431,41.9471,-87.6678,1595.0,5.0
432,41.9687,-87.6965,1600.0,0.0
433,41.9233,-87.6896,1600.0,3.0
434,41.93600000000001,-87.676,1650.0,5.0
435,41.9619,-87.6527,1500.0,5.0
436,42.0172,-87.6686,1495.0,6.0
437,41.9632,-87.6888,1495.0,0.0
438,42.0193,-87.6722,1495.0,6.0
439,41.9667,-87.7073,1495.0,0.0
440,41.9653,-87.6712,795.0,0.0
441,41.9632,-87.6888,1225.0,0.0
442,41.9614,-87.6936,1225.0,0.0
443,41.9734,-87.6781,1195.0,0.0
444,41.9749,-87.6602,1175.0,0.0
445,41.9686,-87.6977,1150.0,0.0
446,41.9833,-87.6897,1150.0,0.0
447,41.9796,-87.6847,1140.0,0.0
448,41.9858,-87.65700000000002,1125.0,6.0
449,41.9875,-87.6585,1002.0,6.0
450,41.951,-87.6579,1695.0,5.0
451,41.9467,-87.6472,1730.0,5.0
452,41.9543,-87.6774,1750.0,0.0
453,41.9209,-87.7043,1350.0,3.0
454,41.9191,-87.71700000000001,1750.0,3.0
455,41.9354,-87.6524,1640.0,5.0
456,41.9558,-87.7181,1850.0,8.0
457,41.9679,-87.74,900.0,8.0
458,41.9682,-87.7219,1595.0,8.0
459,41.9694,-87.7062,1425.0,0.0
460,41.9587,-87.6469,2600.0,5.0
461,41.9345,-87.6566,995.0,5.0
462,41.9336,-87.6542,2795.0,5.0
463,41.9493,-87.7668,1200.0,8.0
464,41.9533,-87.6765,1310.0,0.0
465,41.904,-87.6301,2991.0,1.0
466,41.9234,-87.6854,3095.0,9.0
467,41.9544,-87.7492,1150.0,8.0
468,41.9386,-87.6554,2400.0,5.0
469,41.9604,-87.7573,1250.0,8.0
470,41.9368,-87.6446,2350.0,5.0
471,41.966,-87.6841,1320.0,0.0
472,41.905,-87.6346,2075.0,1.0
473,42.0151,-87.6686,930.0,6.0
474,41.9277,-87.6589,1800.0,5.0
475,41.8011,-87.6057,2000.0,7.0
476,41.8818,-87.6502,2400.0,4.0
477,41.9086,-87.62899999999998,2995.0,1.0
478,41.9678,-87.685,2425.0,0.0
479,41.8783,-87.6995,1375.0,9.0
480,41.9586,-87.6533,910.0,5.0
481,41.9474,-87.6545,2950.0,5.0
482,41.9474,-87.6545,3167.0,5.0
483,41.9473,-87.6567,2596.0,5.0
484,41.9474,-87.6545,2320.0,5.0
485,41.9474,-87.6545,2541.0,5.0
486,41.9474,-87.6545,2225.0,5.0
487,41.9474,-87.6545,1960.0,5.0
488,41.8923,-87.6373,3350.0,1.0
489,41.8964,-87.64,3140.0,1.0
490,41.8964,-87.64,2735.0,1.0
491,41.9399,-87.6572,2175.0,5.0
492,41.8724,-87.6296,1300.0,4.0
493,41.7044,-87.7737,1150.0,10.0
494,41.9462,-87.7446,950.0,8.0
495,41.9485,-87.6453,1650.0,5.0
496,41.9308,-87.6418,1800.0,5.0
497,41.8891,-87.6419,2762.0,1.0
498,41.9297,-87.6434,1475.0,5.0
499,41.8733,-87.6617,2250.0,4.0
500,41.8965,-87.6374,1548.0,1.0
501,41.8885,-87.6429,1496.0,1.0
502,41.9464,-87.7042,1450.0,3.0
503,41.949,-87.7031,1500.0,0.0
504,41.917,-87.7002,1900.0,3.0
505,41.9058,-87.6868,2399.0,9.0
506,41.8845,-87.6278,3200.0,1.0
507,41.9474,-87.6594,1850.0,5.0
508,41.9227,-87.6841,1500.0,9.0
509,41.9947,-87.6662,3000.0,6.0
510,41.6916,-87.6082,975.0,11.0
511,41.9581,-87.6687,1165.0,0.0
512,41.9931,-87.6717,1375.0,6.0
513,41.9257,-87.6407,2400.0,5.0
514,41.8891,-87.6419,1907.0,1.0
515,41.6686,-87.6754,850.0,10.0
516,41.9754,-87.7269,1400.0,8.0
517,41.9209,-87.7043,1395.0,3.0
518,41.9445,-87.7232,1275.0,8.0
519,41.8954,-87.6423,2175.0,1.0
520,41.9386,-87.6855,1195.0,0.0
521,41.9386,-87.6854,1600.0,0.0
522,41.8866,-87.6454,2300.0,1.0
523,41.8587,-87.6239,1800.0,4.0
524,41.8967,-87.6909,1500.0,9.0
525,41.8721,-87.6306,2978.0,4.0
526,41.8722,-87.6307,2260.0,4.0
527,41.8721,-87.6306,1761.0,4.0
528,41.8722,-87.6307,1705.0,4.0
529,41.9455,-87.6702,2350.0,5.0
530,41.8912,-87.6623,1900.0,9.0
531,41.8935,-87.6181,1779.0,1.0
532,41.9648,-87.7054,1470.0,0.0
533,41.9523,-87.6873,1800.0,0.0
534,41.9008,-87.6528,2995.0,1.0
535,41.9191,-87.7194,1795.0,3.0
536,42.0095,-87.6689,1125.0,6.0
537,41.8657,-87.6242,2745.0,4.0
538,42.0095,-87.6689,1100.0,6.0
539,41.9033,-87.6336,1254.0,1.0
540,41.8916,-87.6147,2380.0,1.0
541,41.9396,-87.7009,2630.0,3.0
542,41.9033,-87.6336,2709.0,1.0
543,41.89100000000001,-87.6207,2550.0,1.0
544,41.89100000000001,-87.6207,2540.0,1.0
545,41.89100000000001,-87.6207,2174.0,1.0
546,41.9209,-87.7043,1500.0,3.0
547,41.87300000000001,-87.6275,2650.0,4.0
548,41.87300000000001,-87.6275,2500.0,4.0
549,41.9229,-87.6483,2595.0,5.0
550,41.87300000000001,-87.6275,1965.0,4.0
551,41.8718,-87.6275,1640.0,4.0
552,41.9223,-87.7024,2100.0,3.0
553,41.9326,-87.6565,1200.0,5.0
554,41.9191,-87.7194,1750.0,3.0
555,41.7759,-87.5891,2100.0,7.0
556,41.9441,-87.6496,1495.0,5.0
557,41.9837,-87.6641,2195.0,6.0
558,41.6533,-87.6805,1050.0,10.0
559,41.997,-87.6723,1895.0,6.0
560,41.997,-87.6723,1895.0,6.0
561,41.9419,-87.6512,1075.0,5.0
562,41.8705,-87.6275,2765.0,4.0
563,41.9158,-87.7104,1995.0,3.0
564,41.8594,-87.6674,1400.0,4.0
565,41.9183,-87.7136,1375.0,3.0
566,41.9008,-87.6528,1125.0,1.0
567,41.7462,-87.5537,1050.0,11.0
568,41.926,-87.6647,1000.0,5.0
569,41.9033,-87.6336,1695.0,1.0
570,41.8246,-87.675,1100.0,2.0
571,41.9019,-87.6779,1695.0,9.0
572,41.8858,-87.6181,1795.0,1.0
573,41.9188,-87.6583,1600.0,5.0
574,41.8561,-87.6255,3014.0,4.0
575,41.9384,-87.64200000000002,1075.0,5.0
576,41.8722,-87.6276,1790.0,4.0
577,41.9611,-87.7071,1700.0,0.0
578,41.9707,-87.6794,1375.0,0.0
579,41.91,-87.6316,1370.0,1.0
580,41.8685,-87.6664,1835.0,4.0
581,41.9017,-87.6673,1450.0,9.0
582,42.0095,-87.6955,1880.0,6.0
583,41.9514,-87.7044,1800.0,0.0
584,41.9405,-87.6799,1850.0,0.0
585,41.9224,-87.70700000000002,2300.0,3.0
586,41.8984,-87.6895,1800.0,9.0
587,41.8943,-87.6657,3000.0,9.0
588,41.9102,-87.697,1800.0,3.0
589,41.9058,-87.6971,1600.0,3.0
590,41.9049,-87.6261,2750.0,1.0
591,41.7411,-87.6543,850.0,7.0
592,41.8996,-87.7521,1400.0,3.0
593,41.9918,-87.74799999999998,900.0,8.0
594,41.8924,-87.6343,2951.0,1.0
595,41.8011,-87.6057,2000.0,7.0
596,41.8859,-87.6245,2643.0,1.0
597,41.8859,-87.6245,2293.0,1.0
598,41.8859,-87.6245,2134.0,1.0
599,41.8859,-87.6245,1781.0,1.0
600,41.8963,-87.7188,950.0,3.0
601,41.894,-87.6343,2290.0,1.0
602,41.9453,-87.7474,1400.0,8.0
603,42.0176,-87.6778,950.0,6.0
604,41.8144,-87.6409,1500.0,7.0
605,41.8932,-87.6343,2882.0,1.0
606,41.9433,-87.6723,1750.0,5.0
607,41.7766,-87.6012,1800.0,7.0
608,41.9611,-87.7159,1250.0,8.0
609,41.8924,-87.6343,2296.0,1.0
610,41.6546,-87.675,1300.0,10.0
611,41.9719,-87.6624,1000.0,0.0
612,41.9396,-87.6772,2400.0,5.0
613,41.8764,-87.6476,2200.0,4.0
614,41.8722,-87.6276,2752.0,4.0
615,41.8816,-87.6597,2825.0,4.0
616,41.8924,-87.6343,2051.0,1.0
617,41.8932,-87.6343,1922.0,1.0
618,41.8984,-87.6283,3056.0,1.0
619,41.8984,-87.6283,2684.0,1.0
620,41.8979,-87.6315,2507.0,1.0
621,41.8984,-87.6283,1796.0,1.0
622,41.69600000000001,-87.6123,1000.0,11.0
623,41.9569,-87.6514,1650.0,5.0
624,41.7925,-87.6222,750.0,7.0
625,41.9495,-87.6726,1450.0,0.0
626,41.9225,-87.6597,850.0,5.0
627,41.8587,-87.6239,2280.0,4.0
628,41.8668,-87.6241,3065.0,4.0
629,41.9099,-87.669,2200.0,9.0
630,41.9634,-87.6777,1710.0,0.0
631,41.9645,-87.6558,2425.0,5.0
632,41.9634,-87.6777,2840.0,0.0
633,41.8561,-87.6255,2376.0,4.0
634,41.8566,-87.6498,2000.0,4.0
635,41.9019,-87.6779,1700.0,9.0
